component_id	num_nodes	num_edges	unique_genes	node_ids	frac_telomeric	frac_pericentromeric	frac_acrocentric	frac_any_category	avg_num_edges	max_num_edges	density	avg_clustering	diameter	radius	is_tree	is_bipartite
785	2	1	COMMD1;LINC01709	chr1:101635439-101636485;chr2:62152525-62153566	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
786	2	1	LINC01709;RPSAP15	chr1:101635441-101636483;chrX:86130278-86131323	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
787	2	1	LINC01709;RPSAP63	chr1:101635441-101636486;chrX:132087849-132088893	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
788	6	5	COMMD1;LINC01709;RPSAP12;RPSAP2;RPSAP29;RPSAP53	chr12:68532468-68533512;chr13:66486812-66487844;chr1:101635442-101636483;chr2:62152527-62153563;chr3:113402380-113403405;chr6:28606730-28607774	0.0	0.0	0.0	0.0	1.67	3	0.3333	0.0	4	2	True	True
789	2	1	AL162591.1;LINC01709	chr1:101635442-101636484;chr1:153515259-153516307	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
790	3	2	LINC01709;RPSAP2;RPSAP54	chr13:20154342-20155390;chr1:101635442-101636488;chr6:28606725-28607774	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
791	3	2	LINC01709;RPSAP11;RPSAP2	chr1:101635442-101636501;chr3:32187730-32188782;chr6:28606712-28607774	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
792	6	5	AC139769.2;LINC01709;RPSAP49;RPSAP52;RPSAP9	chr12:65737518-65738561;chr19:23967570-23968614;chr1:101635443-101636483;chr1:101635444-101636483;chr9:100478491-100479530;chr9:88555192-88556236	0.0	0.0	0.0	0.0	1.67	3	0.3333	0.0	4	2	True	True
793	3	2	LINC01709;MTR;RPSAP4	chr14:88956269-88957317;chr1:101635443-101636486;chr1:236230606-236231649	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
794	2	1	AC139769.2;LINC01709	chr19:23967562-23968613;chr1:101635443-101636491	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
795	2	1	LINC01709;RPSAP69	chr1:101635443-101636494;chr3:199712869-199713916	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
796	2	1	AC092128.1;LINC01709	chr16:79758333-79759378;chr1:101635444-101636486	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
797	2	1	LINC01709;RPSAP45	chr1:101635444-101636501;chr6:113539156-113540224	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
798	3	2	LINC01709;RPSAP55;RPSAP61	chr15:50693791-50694839;chr1:101635445-101636499;chrX:44147833-44148880	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
799	11	10	AC139769.2;AL162591.1;COMMD1;LINC01709;RPSAP11;RPSAP12;RPSAP3;RPSAP31;RPSAP4;RPSAP47;RPSAP9	chr12:68532472-68533469;chr14:70844079-70845076;chr14:88956315-88957312;chr19:23967613-23968610;chr1:101635446-101636440;chr1:153515262-153516263;chr2:62152570-62153559;chr3:186697246-186698250;chr3:32187791-32188778;chr8:80990425-80991422;chr9:88555235-88556232	0.0	0.0	0.0	0.0	1.82	10	0.1818	0.0	2	1	True	True
800	7	6	AC139769.2;LINC01709;RPSAP2;RPSAP52;RPSAP54;RPSAP6;RPSAP8	chr10:75242794-75243830;chr12:65737521-65738561;chr13:20154347-20155386;chr19:23967570-23968610;chr1:101635446-101636483;chr6:28606730-28607770;chrX:98598091-98599135	0.0	0.0	0.0	0.0	1.71	4	0.2857	0.0	4	2	True	True
801	2	1	LINC01709;RPSAP39	chr1:101635447-101636486;chr4:83491351-83492388	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
802	3	2	AC139769.2;LINC01709;LINC02652	chr10:28466728-28467758;chr19:23967570-23968608;chr1:101635448-101636483	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
803	2	1	LINC01709;RPSAP76	chr1:101635456-101636522;chr9:137392911-137394272	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
804	2	1	OLFM3;TAF4B	chr18:26448516-26449609;chr1:101729388-101730487	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
805	2	1	OLFM3;unknown	chr18:60217265-60219464;chr1:101729388-101731280	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
806	2	1	AC024940.5;OLFM3	chr12:31157115-31158985;chr1:101729401-101731272	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
807	2	1	OLFM3;unknown	chr1:101729437-101731266;chr8:23907080-23909225	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
808	2	1	MYO9A;OLFM3	chr15:69878104-69879322;chr1:101730078-101731274	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
809	3	2	NAP1L1;unknown	chr12:76022081-76023042;chr1:102260355-102261406;chr3:123527082-123528130	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
810	2	1	AC084824.5;unknown	chr12:32600957-32601890;chr1:102260355-102261411	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
811	2	1	IQCH;unknown	chr15:65147278-65149367;chr1:102306185-102308272	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
812	2	1	unknown	chr1:102709120-102711528;chr4:170972721-170974889	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
813	4	3	RNPC3;unknown	chr1:103403161-103404608;chr1:103517436-103518892;chr1:103611577-103613033;chr1:103705710-103707166	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
814	5	4	RNPC3;unknown	chr1:103403161-103408856;chr1:103490551-103496228;chr1:103584696-103590371;chr1:103678828-103684505;chr1:103772962-103778639	0.0	0.0	0.0	0.0	1.6	4	0.4	0.0	2	1	True	True
815	2	1	RNPC3;unknown	chr1:103403161-103408881;chr1:103458403-103464837	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
816	4	3	RNPC3;unknown	chr1:103403161-103409097;chr1:103553228-103559150;chr1:103647372-103653294;chr1:103741504-103747424	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
817	2	1	AMY1C;AMY2B	chr1:103419763-103426926;chr1:103786802-103794428	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
818	8	7	AMY1A;AMY1B;AMY1C;AMY2B	chr1:103419763-103428554;chr1:103504391-103513498;chr1:103536203-103545310;chr1:103598534-103607639;chr1:103630349-103639454;chr1:103692668-103701772;chr1:103724481-103733586;chr1:103786802-103795908	0.0	0.0	0.0	0.0	1.75	7	0.25	0.0	2	1	True	True
819	2	1	AMY2A;AMY2B	chr1:103419763-103428555;chr1:103465602-103474725	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
820	4	3	AMY2B;AMYP1	chr1:103422398-103428555;chr1:103574997-103581506;chr1:103656484-103662993;chr1:103750614-103757123	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
821	2	1	AMY1C;AMY2A	chr1:103441028-103473228;chr1:103757122-103794428	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
822	3	2	AMY1A;AMY2A	chr1:103441028-103477304;chr1:103474724-103516746;chr1:103662992-103705020	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
823	2	1	AMY1C;AMY2A	chr1:103441028-103490550;chr1:103757122-103812000	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
824	2	1	AMY1B;AMY2A	chr1:103441028-103492177;chr1:103517270-103574998	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
825	4	3	AC105272.1;AMY2A	chr1:103441030-103468249;chr1:103516742-103536201;chr1:103610883-103630347;chr1:103705016-103724479	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
826	2	1	AMY1A;AMY2A	chr1:103455102-103477304;chr1:103581503-103610887	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
827	3	2	AMY1A;AMY1B;AMY2A	chr1:103455102-103492177;chr1:103611411-103656487;chr1:103705544-103750617	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
828	2	1	AMY2A;AMYP1	chr1:103468251-103512018;chr1:103750614-103794428	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
829	3	2	AMY1B;AMY2A;AMYP1	chr1:103468251-103516743;chr1:103532958-103581506;chr1:103750614-103799166	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
830	2	1	AMY2A;AMYP1	chr1:103468251-103562343;chr1:103656484-103750617	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
831	4	3	AMY1A;AMY1B	chr1:103487362-103516743;chr1:103627104-103656487;chr1:103675635-103705017;chr1:103721236-103750617	0.0	0.0	0.0	0.0	1.5	2	0.5	0.0	3	2	True	True
832	2	1	AMY1A	chr1:103487362-103562343;chr1:103581503-103656487	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
833	3	2	AMY1A;AMYP1	chr1:103507054-103516746;chr1:103695330-103705020;chr1:103750614-103759702	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
834	2	1	unknown	chr1:103517269-103522193;chr1:103581503-103586323	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
835	6	8	AMY1A;AMY1B;AMYP1	chr1:103517269-103542648;chr1:103557523-103581506;chr1:103611410-103636792;chr1:103656484-103680455;chr1:103705543-103730924;chr1:103750614-103774589	0.0	0.0	0.0	0.0	2.67	3	0.5333	0.0	3	2	False	True
836	2	1	AMY1A;AMY1B	chr1:103518893-103610884;chr1:103721236-103812000	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
837	2	1	AMY1A;AMY1B	chr1:103532956-103562343;chr1:103581503-103610886	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
838	2	1	AMY1B	chr1:103532956-103610884;chr1:103627104-103705019	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
839	2	1	AMY1A;AMY1B	chr1:103532958-103562343;chr1:103581503-103610884	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
840	3	2	AMY1A;AMYP1	chr1:103572418-103581506;chr1:103601196-103610887;chr1:103656484-103665572	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
841	2	1	unknown	chr1:103581503-103584695;chr1:103808760-103812000	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
842	3	2	unknown	chr1:103581503-103586322;chr1:103611411-103616329;chr1:103705544-103710462	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
843	2	1	AMY1A	chr1:103581503-103700292;chr1:103675635-103794428	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
844	2	1	AMY1A	chr1:103581503-103705017;chr1:103675635-103799166	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
845	2	1	unknown	chr1:103611410-103616329;chr1:103651667-103656487	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
846	3	2	AMY1A;AMY1B;AMY1C	chr1:103613034-103656487;chr1:103707167-103750617;chr1:103769765-103812000	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
847	2	1	AMY1A;AMY1B	chr1:103627102-103656487;chr1:103675635-103705019	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
848	3	2	AMY1C;AMYP1	chr1:103656484-103678827;chr1:103750614-103772961;chr1:103789465-103812000	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
849	2	1	AMY1A;AMYP1	chr1:103656484-103680454;chr1:103705544-103730924	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
850	2	1	unknown	chr1:103705543-103710462;chr1:103745797-103750617	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
851	2	1	AMY1C;AMYP1	chr1:103750614-103755626;chr1:103789465-103794428	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
852	2	1	AL136455.1;AL359263.1	chr1:103963716-103965951;chrX:91672064-91673732	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
853	2	1	GXYLT1;unknown	chr12:42038193-42041321;chr1:104359261-104362139	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
854	2	1	SEPTIN2;SEPTIN2P1	chr1:105732736-105734043;chr2:241851572-241852889	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
855	2	1	OFCC1;unknown	chr1:105925614-105926674;chr6:9529313-9530380	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
856	2	1	AL512844.1;MATR3	chr1:105927597-105928714;chr5:139833321-139834434	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
857	2	1	unknown	chr1:107598883-107599932;chrX:77946749-77947801	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
858	2	1	AC020923.1;NBPF22P	chr1:108246640-108283196;chr5:86754997-86790012	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
859	2	1	NBPF6;SLC25A24P1	chr1:108255251-108344089;chr1:108417108-108506057	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
860	3	2	NBPF4;NBPF5P;NBPF6	chr1:108269698-108281502;chr1:108344107-108355991;chr1:108479713-108491549	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
861	2	1	NBPF22P;NBPF5P	chr1:108350082-108369446;chr5:86747515-86767380	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
862	2	1	NBPF22P;NBPF4	chr1:108478019-108506057;chr5:86754997-86781391	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
863	2	1	RPL17P36;WDR47	chr10:119767191-119767981;chr1:109025611-109026700	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
864	2	1	AL356488.1;PCBP1-AS1	chr1:109135977-109137632;chr2:70099804-70100866	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
865	2	1	FAM151B;RPL7P8	chr1:109679846-109680676;chr5:80984316-80985487	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
866	2	1	FOXN3;RBM15-AS1	chr14:83379831-83383618;chr1:110307784-110312021	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
867	2	1	AL451105.1;RBM15-AS1	chr1:110309137-110312034;chrX:74321311-74323762	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
868	2	1	RBM15-AS1;unknown	chr17:12144125-12146649;chr1:110309350-110312030	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
869	2	1	AC090771.2;RBM15-AS1	chr18:60326842-60328335;chr1:110310415-110312042	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
870	2	1	unknown	chr1:110776678-110778730;chr5:40414516-40416569	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
871	2	1	NRBF2P1;NRBF2P3	chr18:36033081-36034894;chr1:110862324-110863823	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
872	2	1	NRBF2P2;NRBF2P3	chr1:110862327-110863781;chr3:46039093-46040797	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
873	2	1	NRBF2P3;NRBF2P4	chr1:110862327-110863824;chr8:109111484-109113276	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
874	2	1	NRBF2;NRBF2P3	chr10:64011629-64012739;chr1:110862421-110863538	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
875	2	1	NRBF2P3;NRBF2P5	chr10:5779731-5780976;chr1:110862481-110863802	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
876	2	1	HIGD1AP10;HIGD1AP12	chr11:65137748-65139399;chr1:111394574-111396169	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
877	2	1	HIGD1AP1;HIGD1AP12	chr12:53106334-53107764;chr1:111394878-111396276	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
878	2	1	HIGD1AP12;HIGD1AP14	chr1:111394909-111396244;chr4:112975714-112977044	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
879	2	1	HIGD1AP12;HIGD1AP16	chr1:111394918-111396254;chr20:37599375-37600718	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
880	4	3	AC006059.2;HIGD1AP1;HIGD1AP12;HIGD1AP14	chr12:53106525-53107681;chr1:111395069-111396226;chr3:42802339-42804205;chr4:112975874-112977029	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
881	2	1	BAZ2B;CAPZA1	chr1:112682558-112684201;chr2:159918140-159919759	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
882	2	1	CAPZA1;CAPZA1P1	chr1:112682566-112684197;chrX:86521985-86523600	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
883	2	1	AC026185.1;unknown	chr1:112910128-112911996;chr3:11481499-11483677	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
884	2	1	ABCC2;unknown	chr10:100720600-100723981;chr1:112910151-112911996	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
885	2	1	AC113404.2;unknown	chr14:44279055-44281183;chr1:112910157-112911996	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
886	2	1	AC087393.1;unknown	chr1:112910164-112911996;chr6:2786383-2788774	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
887	2	1	AC087393.1;unknown	chr1:112910167-112911996;chr6:34220568-34223012	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
888	2	1	AC087393.1;unknown	chr15:61282682-61284824;chr1:112910184-112911996	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
889	2	1	AC087393.1;unknown	chr1:112910185-112911996;chr9:146330725-146332910	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
890	2	1	AC105036.2;unknown	chr15:73350797-73353285;chr1:112910197-112911996	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
891	2	1	AL391058.1;HNRNPA3P3	chr1:113461360-113462833;chrX:138344223-138345804	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
892	2	1	AL391058.1;MIR4444-2	chr1:113461363-113462457;chr3:75256322-75257465	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
893	2	1	AL391058.1;HNRNPA3P1	chr10:44669705-44671299;chr1:113461363-113462852	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
894	2	1	AL391058.1;TCF12	chr15:55049832-55051350;chr1:113461364-113462832	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
895	2	1	AL391058.1;HNRNPA3P4	chr1:113461364-113462833;chr6:47990262-47991817	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
896	2	1	AL391058.1;HNRNPA3P13	chr1:113461407-113462847;chr4:85458154-85459611	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
897	2	1	AL391058.1;HNRNPA3P10	chr12:51675582-51677071;chr1:113461408-113462852	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
898	2	1	AL391058.1;HNRNPA3P5	chr13:65006278-65007506;chr1:113461645-113462833	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
899	2	1	PKMP1;PKMP4	chr1:114548680-114549918;chr8:75806194-75807114	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
900	2	1	LYRM4-AS1;MSTRG.328	chr1:114715896-114717299;chr6:4910173-4911585	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
901	2	1	KCNIP4;MSTRG.328	chr1:114715943-114716979;chr4:20870356-20871381	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
902	2	1	CCDC6;SYCP1	chr10:60642492-60644161;chr1:114925849-114927505	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
903	2	1	unknown	chr1:115437073-115438105;chrX:119109517-119111006	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
904	2	1	CNOT7P1;CNOT7P2	chr1:115575455-115578087;chrX:68368816-68371618	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
905	2	1	CNOT7;CNOT7P2	chr1:115576447-115578082;chr8:17496824-17498446	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
906	2	1	HNRNPA1P43;PLUT	chr13:27049983-27050929;chr1:115863541-115865117	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
907	3	2	HNRNPA1P38;HNRNPA1P43;SNX16	chr1:115863541-115865873;chr8:142586374-142588140;chr8:82239394-82241153	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
908	2	1	HNRNPA1P43;HNRNPA1P7	chr18:32601795-32603546;chr1:115863557-115865879	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
909	2	1	HNRNPA1P26;HNRNPA1P43	chr1:115863558-115865886;chrX:99297224-99299110	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
910	2	1	HNRNPA1P43;SNX16	chr1:115863559-115865877;chr8:82239390-82241133	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
911	5	4	HNRNPA1P21;HNRNPA1P38;HNRNPA1P4;HNRNPA1P43;HNRNPA1P44	chr15:63624150-63626748;chr1:115863561-115865623;chr3:39348068-39349559;chr8:142586630-142588120;chr8:82722599-82724085	0.0	0.0	0.0	0.0	1.6	4	0.4	0.0	2	1	True	True
912	2	1	HNRNPA1P41;HNRNPA1P43	chr1:115863561-115865875;chr9:4949072-4951087	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
913	2	1	HNRNPA1P42;HNRNPA1P43	chr1:115863562-115865845;chr1:240331123-240332841	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
914	2	1	HNRNPA1P12;HNRNPA1P43	chr1:115863564-115865877;chr5:80842334-80844076	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
915	3	2	HNRNPA1P39;HNRNPA1P43;HNRNPA1P7	chr18:32601805-32603533;chr1:115863566-115865866;chr2:174797980-174799709	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
916	2	1	FAM126B;HNRNPA1P43	chr1:115863567-115865884;chr2:201546469-201548215	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
917	2	1	HNRNPA1P27;HNRNPA1P43	chr1:115863574-115865877;chrX:99329582-99331310	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
918	3	2	HNRNPA1P37;HNRNPA1P43;HNRNPA1P7	chr18:32601816-32603542;chr1:115863577-115865875;chr6:5477811-5479548	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
919	4	3	AC245041.2;HNRNPA1P33;HNRNPA1P41;HNRNPA1P43	chr10:47301893-47302986;chr10:48816605-48817695;chr1:115864065-115865421;chr9:4949266-4950319	0.0	0.0	0.0	0.0	1.5	2	0.5	0.0	3	2	True	True
920	2	1	HNRNPA1P43;HNRNPA1P8	chr1:115864248-115865875;chr7:86233326-86234677	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
921	2	1	HNRNPA1P28;HNRNPA1P43	chr1:115864339-115865891;chrX:117598458-117600194	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
922	2	1	HNRNPA1P43;HNRNPA1P53	chr11:5630394-5631672;chr1:115864622-115865875	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
923	2	1	HNRNPA1P43;HNRNPA1P50	chr12:92861303-92862573;chr1:115864622-115865881	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
924	2	1	HNRNPA1P30;HNRNPA1P43	chr13:20141143-20142789;chr1:115864623-115865876	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
925	3	2	HNRNPA1P34;HNRNPA1P43;MAPKAP1	chr12:9009450-9011343;chr1:115864625-115865875;chr9:137795514-137796806	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
926	2	1	HNRNPA1P43;HNRNPA1P48	chr16:57443597-57444897;chr1:115864626-115865883	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
927	2	1	HNRNPA1P43;SRR	chr17:2194068-2195325;chr1:115864626-115865884	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
928	2	1	HNRNPA1P22;HNRNPA1P43	chr1:115864627-115865870;chr3:42904876-42906142	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
929	2	1	HNRNPA1P43;HNRNPA1P62	chr15:97048158-97049438;chr1:115864627-115865871	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
930	2	1	AL137058.2;HNRNPA1P43	chr13:51857901-51859191;chr1:115864627-115865874	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
931	2	1	HNRNPA1P43;HNRNPA1P55	chr1:115864628-115865872;chr4:77282004-77283284	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
932	3	2	HNRNPA1P10;HNRNPA1P43;HNRNPA1P51	chr19:11793973-11795260;chr1:115864628-115865874;chr2:206901119-206902382	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
933	3	2	HNRNPA1P2;HNRNPA1P43;HNRNPA1P56	chr1:115864628-115865875;chr4:81328436-81329716;chr6:32178443-32179729	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
934	2	1	HNRNPA1P43;MSTRG.5643	chr1:115864629-115865875;chr9:100564371-100565624	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
935	2	1	HNRNPA1P43;HNRNPA1P60	chr11:110797790-110799065;chr1:115864630-115865877	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
936	2	1	NAP1L4;NAP1L4P1	chr11:3033653-3034864;chr1:116542180-116543399	0.0	0.0	0.0	0.0	1.0	1	1.0	0.0	1	1	True	True
937	3	2	AC027612.1;AL356585.2;IGSF3	chr13:13593501-13632139;chr1:116598255-116634093;chr2:91919325-91958067	0.0	0.0	0.0	0.0	1.33	2	0.6667	0.0	2	1	True	True
938	4	3	AC008132.2;E2F6P2;GGT3P;IGSF3	chr1:116625440-116671265;chr22:18960124-19007976;chr22:19166776-19214640;chr22:21637422-21685140	0.0	0.0	0.0	0.0	1.5	3	0.5	0.0	2	1	True	True
